2024-07-23 14:15:29,952 __main__ INFO ==> Config: {'BATCH_SIZE': 4, 'LAMBDA_1': 50, 'TRAIN': {'FREEZE_AUDIO_EXTRACTOR': True, 'PRETRAINED_VGGISH_MODEL_PATH': '../../pretrained_backbones/vggish-10086976.pth', 'PREPROCESS_AUDIO_TO_LOG_MEL': False, 'POSTPROCESS_LOG_MEL_WITH_PCA': False, 'PRETRAINED_PCA_PARAMS_PATH': '../../pretrained_backbones/vggish_pca_params-970ea276.pth', 'FREEZE_VISUAL_EXTRACTOR': False, 'PRETRAINED_RESNET50_PATH': '../../pretrained_backbones/resnet50-19c8e357.pth', 'PRETRAINED_PVTV2_PATH': '../../pretrained_backbones/pvt_v2_b5.pth'}, 'DATA': {'ANNO_CSV': '/mnt/data1/jiali/avsbench_data/Single-source/s4_meta_data.csv', 'DIR_IMG': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/visual_frames', 'DIR_AUDIO_LOG_MEL': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/audio_log_mel', 'DIR_MASK': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/gt_masks', 'IMG_SIZE': (224, 224)}, 'DATA_avsbench': {'ANNO_CSV': '/mnt/data1/jiali/avsbench_data/Single-source/s4_meta_data.csv', 'DIR_IMG': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/visual_frames', 'DIR_AUDIO_LOG_MEL': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/audio_log_mel', 'DIR_MASK': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/gt_masks', 'IMG_SIZE': (224, 224)}, 'DATA_synthesis_avsbench_random4': {'ANNO_CSV': '/mnt/data1/jiali/avsbench_synthesis_visual_random4/Single-source/s4_meta_data.csv', 'DIR_IMG': '/mnt/data1/jiali/avsbench_synthesis_visual_random4/Single-source/s4_data/visual_frames', 'DIR_AUDIO_LOG_MEL': '/mnt/data1/jiali/avsbench_synthesis_visual_random4/Single-source/s4_data/audio_log_mel', 'DIR_MASK': '/mnt/data1/jiali/avsbench_synthesis_visual_random4/Single-source/s4_data/gt_masks', 'IMG_SIZE': (224, 224)}}
2024-07-23 14:15:29,952 __main__ INFO ==> Arguments: Namespace(session_name='S4_pvt', visual_backbone='pvt', train_batch_size=4, val_batch_size=1, max_epoches=15, lr=0.0001, num_workers=8, wt_dec=0.0005, sa_loss_flag=False, lambda_1=0, sa_loss_stages=[], mask_pooling_type='avg', tpavi_stages=[0, 1, 2, 3], tpavi_vv_flag=False, tpavi_va_flag=True, weights='', log_dir='./train_logs/S4_pvt_20240723-141529', easy_ratio=0.5, checkpoint_dir='./train_logs/S4_pvt_20240723-141529/checkpoints')
2024-07-23 14:15:29,952 __main__ INFO ==> Experiment: S4_pvt
2024-07-23 14:15:37,161 __main__ INFO Iter:    0/12945, Total_Loss:0.7292, iou_loss:0.7292, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:25:18,334 __main__ INFO save best model to ./train_logs/S4_pvt_20240723-141529/checkpoints/S4_pvt_best.pth
2024-07-23 14:25:18,335 __main__ INFO Epoch: 0, Miou: 0.3918139636516571, maxMiou: 0.3918139636516571
2024-07-23 14:25:42,774 __main__ INFO Iter:  900/12945, Total_Loss:0.1711, iou_loss:0.1711, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:26:13,550 __main__ INFO Iter:  950/12945, Total_Loss:0.1653, iou_loss:0.1653, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:26:44,512 __main__ INFO Iter: 1000/12945, Total_Loss:0.1649, iou_loss:0.1649, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:27:15,334 __main__ INFO Iter: 1050/12945, Total_Loss:0.1676, iou_loss:0.1676, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:27:46,367 __main__ INFO Iter: 1100/12945, Total_Loss:0.1676, iou_loss:0.1676, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:28:17,453 __main__ INFO Iter: 1150/12945, Total_Loss:0.1571, iou_loss:0.1571, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:28:48,276 __main__ INFO Iter: 1200/12945, Total_Loss:0.1695, iou_loss:0.1695, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:29:18,902 __main__ INFO Iter: 1250/12945, Total_Loss:0.1526, iou_loss:0.1526, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:29:49,824 __main__ INFO Iter: 1300/12945, Total_Loss:0.1543, iou_loss:0.1543, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:30:20,736 __main__ INFO Iter: 1350/12945, Total_Loss:0.1613, iou_loss:0.1613, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:30:51,537 __main__ INFO Iter: 1400/12945, Total_Loss:0.1564, iou_loss:0.1564, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:31:22,264 __main__ INFO Iter: 1450/12945, Total_Loss:0.1566, iou_loss:0.1566, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:31:53,086 __main__ INFO Iter: 1500/12945, Total_Loss:0.1608, iou_loss:0.1608, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:32:24,158 __main__ INFO Iter: 1550/12945, Total_Loss:0.1591, iou_loss:0.1591, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:32:54,923 __main__ INFO Iter: 1600/12945, Total_Loss:0.1602, iou_loss:0.1602, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:33:25,689 __main__ INFO Iter: 1650/12945, Total_Loss:0.1499, iou_loss:0.1499, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:33:56,581 __main__ INFO Iter: 1700/12945, Total_Loss:0.1524, iou_loss:0.1524, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:35:00,445 __main__ INFO Epoch: 1, Miou: 0.023344870656728745, maxMiou: 0.3918139636516571
2024-07-23 14:35:16,479 __main__ INFO Iter: 1750/12945, Total_Loss:0.1500, iou_loss:0.1500, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:35:47,455 __main__ INFO Iter: 1800/12945, Total_Loss:0.1295, iou_loss:0.1295, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:36:18,316 __main__ INFO Iter: 1850/12945, Total_Loss:0.1406, iou_loss:0.1406, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:36:49,096 __main__ INFO Iter: 1900/12945, Total_Loss:0.1456, iou_loss:0.1456, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:37:19,950 __main__ INFO Iter: 1950/12945, Total_Loss:0.1353, iou_loss:0.1353, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:37:51,282 __main__ INFO Iter: 2000/12945, Total_Loss:0.1325, iou_loss:0.1325, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:38:22,078 __main__ INFO Iter: 2050/12945, Total_Loss:0.1338, iou_loss:0.1338, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:38:52,869 __main__ INFO Iter: 2100/12945, Total_Loss:0.1424, iou_loss:0.1424, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:39:24,101 __main__ INFO Iter: 2150/12945, Total_Loss:0.1421, iou_loss:0.1421, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:39:55,040 __main__ INFO Iter: 2200/12945, Total_Loss:0.1445, iou_loss:0.1445, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:40:25,868 __main__ INFO Iter: 2250/12945, Total_Loss:0.1409, iou_loss:0.1409, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:40:56,544 __main__ INFO Iter: 2300/12945, Total_Loss:0.1389, iou_loss:0.1389, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:41:27,485 __main__ INFO Iter: 2350/12945, Total_Loss:0.1407, iou_loss:0.1407, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:41:58,467 __main__ INFO Iter: 2400/12945, Total_Loss:0.1372, iou_loss:0.1372, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:42:29,427 __main__ INFO Iter: 2450/12945, Total_Loss:0.1377, iou_loss:0.1377, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:43:00,039 __main__ INFO Iter: 2500/12945, Total_Loss:0.1333, iou_loss:0.1333, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:43:30,728 __main__ INFO Iter: 2550/12945, Total_Loss:0.1311, iou_loss:0.1311, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:44:40,930 __main__ INFO Epoch: 2, Miou: 0.023983746767044067, maxMiou: 0.3918139636516571
2024-07-23 14:44:48,894 __main__ INFO Iter: 2600/12945, Total_Loss:0.1302, iou_loss:0.1302, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:45:19,714 __main__ INFO Iter: 2650/12945, Total_Loss:0.1021, iou_loss:0.1021, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:45:50,550 __main__ INFO Iter: 2700/12945, Total_Loss:0.1149, iou_loss:0.1149, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:46:21,388 __main__ INFO Iter: 2750/12945, Total_Loss:0.1145, iou_loss:0.1145, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:46:52,708 __main__ INFO Iter: 2800/12945, Total_Loss:0.1135, iou_loss:0.1135, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:47:23,698 __main__ INFO Iter: 2850/12945, Total_Loss:0.1152, iou_loss:0.1152, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:47:54,938 __main__ INFO Iter: 2900/12945, Total_Loss:0.1097, iou_loss:0.1097, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:48:25,648 __main__ INFO Iter: 2950/12945, Total_Loss:0.1170, iou_loss:0.1170, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:48:56,436 __main__ INFO Iter: 3000/12945, Total_Loss:0.1193, iou_loss:0.1193, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:49:27,373 __main__ INFO Iter: 3050/12945, Total_Loss:0.1193, iou_loss:0.1193, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:49:58,214 __main__ INFO Iter: 3100/12945, Total_Loss:0.1229, iou_loss:0.1229, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:50:28,929 __main__ INFO Iter: 3150/12945, Total_Loss:0.1145, iou_loss:0.1145, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:50:59,889 __main__ INFO Iter: 3200/12945, Total_Loss:0.1148, iou_loss:0.1148, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:51:30,754 __main__ INFO Iter: 3250/12945, Total_Loss:0.1201, iou_loss:0.1201, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:52:01,575 __main__ INFO Iter: 3300/12945, Total_Loss:0.1284, iou_loss:0.1284, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:52:32,345 __main__ INFO Iter: 3350/12945, Total_Loss:0.1167, iou_loss:0.1167, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:53:03,243 __main__ INFO Iter: 3400/12945, Total_Loss:0.1219, iou_loss:0.1219, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:53:34,154 __main__ INFO Iter: 3450/12945, Total_Loss:0.1266, iou_loss:0.1266, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:54:21,372 __main__ INFO Epoch: 3, Miou: 0.08313856273889542, maxMiou: 0.3918139636516571
2024-07-23 14:54:52,054 __main__ INFO Iter: 3500/12945, Total_Loss:0.0934, iou_loss:0.0934, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:55:22,846 __main__ INFO Iter: 3550/12945, Total_Loss:0.0870, iou_loss:0.0870, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:55:53,789 __main__ INFO Iter: 3600/12945, Total_Loss:0.0799, iou_loss:0.0799, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:56:24,697 __main__ INFO Iter: 3650/12945, Total_Loss:0.0913, iou_loss:0.0913, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:56:55,683 __main__ INFO Iter: 3700/12945, Total_Loss:0.0860, iou_loss:0.0860, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:57:26,694 __main__ INFO Iter: 3750/12945, Total_Loss:0.0936, iou_loss:0.0936, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:57:57,481 __main__ INFO Iter: 3800/12945, Total_Loss:0.0853, iou_loss:0.0853, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:58:28,580 __main__ INFO Iter: 3850/12945, Total_Loss:0.0980, iou_loss:0.0980, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:58:59,429 __main__ INFO Iter: 3900/12945, Total_Loss:0.0972, iou_loss:0.0972, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 14:59:30,185 __main__ INFO Iter: 3950/12945, Total_Loss:0.0861, iou_loss:0.0861, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:00:00,924 __main__ INFO Iter: 4000/12945, Total_Loss:0.0939, iou_loss:0.0939, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:00:31,670 __main__ INFO Iter: 4050/12945, Total_Loss:0.0912, iou_loss:0.0912, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:01:02,505 __main__ INFO Iter: 4100/12945, Total_Loss:0.0891, iou_loss:0.0891, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:01:33,117 __main__ INFO Iter: 4150/12945, Total_Loss:0.0890, iou_loss:0.0890, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:02:04,057 __main__ INFO Iter: 4200/12945, Total_Loss:0.1028, iou_loss:0.1028, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:02:34,869 __main__ INFO Iter: 4250/12945, Total_Loss:0.1012, iou_loss:0.1012, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:03:05,844 __main__ INFO Iter: 4300/12945, Total_Loss:0.0960, iou_loss:0.0960, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:04:01,249 __main__ INFO Epoch: 4, Miou: 0.04773590713739395, maxMiou: 0.3918139636516571
2024-07-23 15:04:24,071 __main__ INFO Iter: 4350/12945, Total_Loss:0.0673, iou_loss:0.0673, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:04:54,779 __main__ INFO Iter: 4400/12945, Total_Loss:0.0575, iou_loss:0.0575, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:05:25,628 __main__ INFO Iter: 4450/12945, Total_Loss:0.0587, iou_loss:0.0587, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:05:56,591 __main__ INFO Iter: 4500/12945, Total_Loss:0.0538, iou_loss:0.0538, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:06:27,932 __main__ INFO Iter: 4550/12945, Total_Loss:0.0604, iou_loss:0.0604, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:06:58,612 __main__ INFO Iter: 4600/12945, Total_Loss:0.0650, iou_loss:0.0650, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:07:29,537 __main__ INFO Iter: 4650/12945, Total_Loss:0.0707, iou_loss:0.0707, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:08:00,516 __main__ INFO Iter: 4700/12945, Total_Loss:0.0589, iou_loss:0.0589, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:08:31,669 __main__ INFO Iter: 4750/12945, Total_Loss:0.0657, iou_loss:0.0657, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:09:02,334 __main__ INFO Iter: 4800/12945, Total_Loss:0.0604, iou_loss:0.0604, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:09:33,390 __main__ INFO Iter: 4850/12945, Total_Loss:0.0626, iou_loss:0.0626, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:10:04,357 __main__ INFO Iter: 4900/12945, Total_Loss:0.0688, iou_loss:0.0688, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:10:35,276 __main__ INFO Iter: 4950/12945, Total_Loss:0.0567, iou_loss:0.0567, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:11:05,926 __main__ INFO Iter: 5000/12945, Total_Loss:0.0665, iou_loss:0.0665, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:11:36,659 __main__ INFO Iter: 5050/12945, Total_Loss:0.0677, iou_loss:0.0677, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:12:07,547 __main__ INFO Iter: 5100/12945, Total_Loss:0.0729, iou_loss:0.0729, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:12:38,366 __main__ INFO Iter: 5150/12945, Total_Loss:0.0705, iou_loss:0.0705, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:13:42,336 __main__ INFO Epoch: 5, Miou: 0.08049648255109787, maxMiou: 0.3918139636516571
2024-07-23 15:13:57,074 __main__ INFO Iter: 5200/12945, Total_Loss:0.0606, iou_loss:0.0606, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:14:27,676 __main__ INFO Iter: 5250/12945, Total_Loss:0.0444, iou_loss:0.0444, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:14:58,653 __main__ INFO Iter: 5300/12945, Total_Loss:0.0393, iou_loss:0.0393, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:15:29,603 __main__ INFO Iter: 5350/12945, Total_Loss:0.0407, iou_loss:0.0407, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:16:00,474 __main__ INFO Iter: 5400/12945, Total_Loss:0.0499, iou_loss:0.0499, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:16:31,104 __main__ INFO Iter: 5450/12945, Total_Loss:0.0469, iou_loss:0.0469, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:17:01,906 __main__ INFO Iter: 5500/12945, Total_Loss:0.0452, iou_loss:0.0452, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:17:33,191 __main__ INFO Iter: 5550/12945, Total_Loss:0.0521, iou_loss:0.0521, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:18:03,987 __main__ INFO Iter: 5600/12945, Total_Loss:0.0568, iou_loss:0.0568, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:18:34,615 __main__ INFO Iter: 5650/12945, Total_Loss:0.0517, iou_loss:0.0517, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:19:05,442 __main__ INFO Iter: 5700/12945, Total_Loss:0.0580, iou_loss:0.0580, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:19:36,520 __main__ INFO Iter: 5750/12945, Total_Loss:0.0467, iou_loss:0.0467, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:20:07,338 __main__ INFO Iter: 5800/12945, Total_Loss:0.0476, iou_loss:0.0476, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:20:38,098 __main__ INFO Iter: 5850/12945, Total_Loss:0.0486, iou_loss:0.0486, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:21:08,927 __main__ INFO Iter: 5900/12945, Total_Loss:0.0570, iou_loss:0.0570, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:21:39,983 __main__ INFO Iter: 5950/12945, Total_Loss:0.0532, iou_loss:0.0532, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:22:10,870 __main__ INFO Iter: 6000/12945, Total_Loss:0.0542, iou_loss:0.0542, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 15:23:21,973 __main__ INFO Epoch: 6, Miou: 0.051065485924482346, maxMiou: 0.3918139636516571
2024-07-23 15:23:21,983 __main__ INFO Transitioning to mixed difficulty training at epoch 7, easy_ration = 0.5
